,Block,Latitude,Longitude,zip
709,023XX W MADISON ST,41.881183104,-87.68498211,60612
711,048XX S DAMEN AVE,41.805936839,-87.67462406700001,60609
712,079XX S ELLIS AVE,41.750471925999996,-87.600314475,60619
713,092XX S GREENWOOD AVE,41.726827059,-87.597322944,60619
714,077XX S LAFLIN ST,41.753340173000005,-87.66190267,60620
716,066XX S FRANCISCO AVE,41.772781091999995,-87.69567243899999,60629
717,083XX S SOUTH CHICAGO AVE,41.743949634,-87.57508291200001,60617
718,078XX S BURNHAM AVE,41.753175999,-87.557005635,60649
719,087XX S MUSKEGON AVE,41.736519320999996,-87.555564845,60617
724,050XX N CICERO AVE,41.973096117,-87.747931444,60630
725,029XX W WASHINGTON BLVD,41.882864085,-87.69950722899999,60612
726,029XX W HARRISON ST,41.873760261,-87.699795456,60612
727,022XX N MASON AVE,41.920758516,-87.77439195,60639
728,015XX W GARFIELD BLVD,41.793689957,-87.66244251100001,60636
729,048XX N LAWNDALE AVE,41.968777392,-87.72070834,60625
730,026XX W LE MOYNE ST,41.908434964,-87.692593895,60622
731,048XX W ROSCOE ST,41.942460532,-87.74809046200001,60641
736,063XX N MILWAUKEE AVE,41.99656843,-87.78714193200001,60646
741,035XX S MICHIGAN AVE,41.830611847,-87.623247369,60616
742,018XX S KARLOV AVE,41.855928214,-87.72727789700001,60623
746,032XX W IRVING PARK RD,41.953916593,-87.70832174600001,60618
747,034XX W MONTROSE AVE,41.961121999,-87.713726005,60625
748,046XX S ST LOUIS AVE,41.809301273,-87.711035306,60632
765,096XX S FOREST AVE,41.719072053000005,-87.61649149799999,60619
766,031XX N KNOX AVE,41.937860865,-87.743196446,60641
767,013XX S KARLOV AVE,41.863852275999996,-87.727540817,60624
769,001XX N LARAMIE AVE,41.88270493,-87.755154321,60644
770,054XX S KILBOURN AVE,41.79406291,-87.735444789,60638
771,020XX N NATCHEZ AVE,41.917342839,-87.78770043600001,60707
785,001XX S HALSTED ST,41.880094315,-87.64731012799999,60661
786,005XX N LAVERGNE AVE,41.889978475999996,-87.750523615,60644
787,014XX W 63RD ST,41.779520772,-87.660962362,60636
788,0000X S WABASH AVE,41.881475570999996,-87.626195083,60604
789,080XX S CICERO AVE,41.746427266,-87.74126273899999,60456
790,078XX S STONY ISLAND SD,41.752082728000005,-87.58581661299999,60619
791,043XX S ASHLAND AVE,41.814938122,-87.66512982100001,60609
792,0000X N HAMLIN BLVD,41.881088655,-87.720764494,60624
801,041XX W CULLERTON ST,41.854358409,-87.72830213799999,60623
802,011XX N LAWLER AVE,41.901130843000004,-87.768043044,60302
803,075XX S SOUTH SHORE DR,41.76015578,-87.556752911,60649
804,0000X W C28 ST,41.980827693,-87.909963374,60018
805,046XX N MILWAUKEE AVE,41.965130329000004,-87.75837712299999,60630
806,090XX S BLACKSTONE AVE,41.730614464,-87.58799625799999,60619
810,079XX S BISHOP ST,41.749650394,-87.659782645,60620
811,010XX N HAMLIN AVE,41.899779996999996,-87.721335223,60651
812,010XX N WOOD ST,41.900114659,-87.672297954,60642
813,039XX W GRENSHAW ST,41.867097885,-87.72375071299999,60624
814,012XX W OHIO ST,41.892536025,-87.658309269,60642
816,035XX W ROOSEVELT RD,41.866307314000004,-87.713963181,60624
817,039XX N FREMONT ST,41.954016661,-87.652105978,60613
818,070XX S FAIRFIELD AVE,41.765514728,-87.691825922,60629
819,007XX N CICERO AVE,41.894496091,-87.745792225,60651
820,045XX S LAPORTE AVE,41.810546558,-87.74690847,60804
821,119XX S HALSTED ST,41.677061018,-87.641882376,60628
822,009XX N KARLOV AVE,41.897949791,-87.728625471,60651
833,009XX W 50TH ST,41.803353604,-87.649123306,60609
834,012XX W 96TH ST,41.719194587,-87.653822535,60643
835,012XX S CHRISTIANA AVE,41.865532893,-87.709300813,60624
836,007XX N SPRINGFIELD AVE,41.894202044000004,-87.723603237,60651
837,016XX W AUGUSTA BLVD,41.899699629000004,-87.667909071,60642
839,133XX S LANGLEY AVE,41.653233489,-87.604824704,60827
840,025XX S MICHIGAN AVE,41.846801978,-87.623527134,60616
843,052XX S ARTESIAN AVE,41.798539069,-87.685383058,60629
844,013XX W HURON ST,41.894349225999996,-87.66098976200001,60642
845,107XX S CENTRAL PARK AVE,41.698001982,-87.710824195,60655
846,011XX S KEELER AVE,41.867661151,-87.73011888299999,60624
847,039XX W GLADYS AVE,41.876196728000004,-87.724060818,60624
849,010XX S KEDZIE AVE,41.86858703,-87.705735519,60624
850,027XX S KOLIN AVE,41.841800592,-87.732996825,60623
852,082XX S PAULINA ST,41.74410856,-87.66571082600001,60620
853,048XX W GLADYS AVE,41.875865476,-87.74634477,60644
854,046XX S LAMON AVE,41.808827625999996,-87.745636672,60804
855,014XX S KARLOV AVE,41.861988669,-87.727492329,60624
856,056XX S GREEN ST,41.791827280999996,-87.646308595,60621
857,102XX S STATE ST,41.707578641,-87.623533522,60628
858,061XX N TALMAN AVE,41.992779865,-87.69582080299999,60659
859,055XX W FULTON ST,41.885731793000005,-87.763933494,60644
867,076XX S COLES AVE,41.757840818000005,-87.556527929,60649
868,006XX W ALDINE AVE,41.941851339,-87.64562302799999,60613
869,103XX S ELIZABETH ST,41.706070186,-87.65364580299999,60643
870,086XX S MANISTEE AVE,41.738445346,-87.55752382899999,60617
871,002XX S LOTUS AVE,41.877172431,-87.761714523,60644
872,059XX W RAILROAD AVE,41.870350043,-87.773377376,60304
873,030XX S MICHIGAN AVE,41.839464759,-87.62323390799999,60616
874,016XX W MORSE AVE,42.007822658,-87.670952227,60626
875,054XX W MADISON ST,41.880287347,-87.761752861,60644
883,028XX W 63RD ST,41.779090123,-87.695158983,60629
884,005XX W 44TH ST,41.814476414,-87.63864922,60609
885,021XX W 83RD ST,41.742892124,-87.677020346,60620
888,002XX N LAKE SHORE DR SB,41.885277795,-87.61405632700001,60601
895,033XX N HARLEM AVE,41.94078561,-87.806845204,60634
897,003XX N MICHIGAN AVE,41.887338111999995,-87.624551258,60602
898,066XX S GREENWOOD AVE,41.774346209,-87.599712752,60637
900,058XX W CHICAGO AVE,41.894777696,-87.770791335,60302
920,020XX W NORTH AVE,41.910457448,-87.678965797,60622
921,007XX N LAWNDALE AVE,41.894285768,-87.718717474,60624
924,021XX N CLYBOURN AVE,41.921135215,-87.663729029,60614
925,009XX W IRVING PARK RD,41.954496783,-87.653939043,60613
926,013XX W FULLERTON AVE,41.925228574,-87.662613222,60614
928,021XX W WASHINGTON BLVD,41.883090218,-87.680115442,60612
929,013XX N PULASKI RD,41.904685949,-87.726365155,60651
930,026XX W BERWYN AVE,41.97766821,-87.69544196,60625
947,051XX W FLOURNOY ST,41.871975557,-87.753650193,60644
948,045XX W WEST END AVE,41.883198401,-87.73946191700001,60624
949,091XX S ABERDEEN ST,41.72821853,-87.650686805,60620
950,068XX S MORGAN ST,41.769850162,-87.649387803,60621
951,054XX W FULTON ST,41.885752526,-87.762581859,60644
952,014XX S TRIPP AVE,41.861659394,-87.731151793,60624
953,069XX S SANGAMON ST,41.767976536,-87.648128379,60621
954,030XX E 80TH ST,41.750120546,-87.550783209,60617
962,005XX W 27TH ST,41.844491295,-87.64060372899999,60616
964,066XX S WESTERN AVE,41.773275343,-87.68347812,60636
965,049XX S KEELER AVE,41.803639065,-87.728361417,60629
966,001XX E 51ST ST,41.802007069,-87.622162249,60615
967,044XX S PRAIRIE AVE,41.813935009,-87.61971928,60653
968,025XX W 70TH ST,41.766453012,-87.687370197,60629
969,050XX S WOOD ST,41.802233734,-87.66967033700001,60609
970,012XX S LOOMIS ST,41.865655856,-87.66153645700001,60607
972,031XX W 40TH ST,41.820821284000004,-87.702896654,60632
973,065XX S MAPLEWOOD AVE,41.774640959,-87.687185395,60629
974,067XX S PARNELL AVE,41.771910178,-87.638709117,60621
975,005XX E 63RD ST,41.780288003,-87.612785352,60637
977,050XX N BERNARD ST,41.972230291,-87.714695829,60625
978,003XX E 75TH ST,41.758361783000005,-87.617725721,60619
979,000XX E MARQUETTE RD,41.772842064,-87.6223672,60621
980,054XX S WINCHESTER AVE,41.795003185,-87.673115119,60636
981,019XX W GARFIELD BLVD,41.793924612,-87.67358091700001,60636
982,064XX S EBERHART AVE,41.777510301,-87.613146407,60637
983,045XX S CHAMPLAIN AVE,41.812391646,-87.60989458899999,60653
984,072XX S WESTERN AVE,41.762419957,-87.68318080799999,60636
985,016XX S HOMAN AVE,41.858359419,-87.710313967,60623
986,047XX S VINCENNES AVE,41.808747436,-87.61385669200001,60615
987,047XX W CONGRESS PKWY,41.874127418,-87.743482018,60644
988,009XX W 119TH ST,41.677774958,-87.644693367,60628
989,049XX W ARTHINGTON ST,41.869328824,-87.747450946,60644
990,007XX S CLARK ST,41.872795266,-87.63062334,60603
991,007XX S ALBANY AVE,41.871494094,-87.703393974,60612
992,050XX S DREXEL BLVD,41.803585208,-87.60424269,60615
993,008XX W 76TH ST,41.756095195,-87.64470337799999,60620
994,023XX W 70TH ST,41.766529029000004,-87.682362215,60636
995,008XX N CAMBRIDGE AVE,41.897572198,-87.641789773,60610
997,030XX W BELMONT AVE,41.939362537,-87.70303151200001,60618
998,086XX S STATE ST,41.736886394,-87.624170849,60619
999,018XX S KOMENSKY AVE,41.856075642,-87.726094533,60623
1000,049XX S CALUMET AVE,41.805263702,-87.618051298,60615
1001,071XX S EUCLID AVE,41.765103492,-87.578121854,60649
1002,052XX S MAY ST,41.799179802,-87.653788713,60609
1004,011XX N MASON AVE,41.900779103000005,-87.774110737,60302
1005,008XX N ST LOUIS AVE,41.896348274,-87.71390440100001,60624
1006,009XX N LATROBE AVE,41.897560025,-87.756889953,60651
1007,000XX W CHICAGO AVE,41.896664035,-87.62917534399999,60610
1008,027XX E 75TH ST,41.760080391,-87.558186925,60649
1009,001XX S ALBANY AVE,41.879348302,-87.702923931,60612
1010,022XX S KILDARE AVE,41.850877591,-87.731227235,60623
1011,061XX S RACINE AVE,41.782641915999996,-87.654579337,60621
1014,031XX W MADISON ST,41.880990522,-87.70463737,60612
1015,022XX S HOYNE AVE,41.851666314,-87.678280698,60608
1016,053XX S SHORE DR,41.799275367,-87.582312425,60615
1017,048XX W WASHINGTON BLVD,41.881808137,-87.746073724,60644
1018,043XX W ADAMS ST,41.877880513,-87.733742492,60624
1019,015XX N WASHTENAW AVE,41.908873745,-87.694510874,60622
1020,060XX S SACRAMENTO AVE,41.784050586999996,-87.698406075,60629
1021,074XX S PHILLIPS AVE,41.759548331,-87.56477236,60649
1023,038XX W ROOSEVELT RD,41.866225191,-87.721167065,60624
1024,121XX S STEWART AVE,41.673338288000004,-87.63213820899999,60628
1025,044XX W 55TH ST,41.793114392,-87.73353203,60629
1026,002XX N LOCKWOOD AVE,41.884767539,-87.757673329,60644
1027,013XX N KILDARE AVE,41.905570057,-87.733766341,60651
1028,094XX S WABASH AVE,41.72260394,-87.62222529600001,60619
1030,077XX S CARPENTER ST,41.753421993,-87.650177933,60620
1031,092XX S DAUPHIN AVE,41.727061142,-87.603042433,60619
1032,038XX W LEXINGTON ST,41.87167279999999,-87.72173192,60624
1033,002XX W 87TH ST,41.736084484,-87.62943366200001,60619
1034,036XX W CORTLAND ST,41.915439962,-87.71850720100001,60647
1035,001XX N LAMON AVE,41.88359542,-87.747838421,60644
1036,025XX W POLK ST,41.871112501,-87.69049212200001,60612
1037,053XX S HONORE ST,41.797034023,-87.67074350799999,60609
1038,051XX W HURON ST,41.893015515,-87.75361057200001,60651
1040,054XX S WOLCOTT AVE,41.794864463,-87.671899025,60636
1041,069XX S CLYDE AVE,41.769222543000005,-87.573938576,60649
1042,059XX W WASHINGTON BLVD,41.882117181,-87.77389525299999,60644
1043,040XX W VAN BUREN ST,41.875261015999996,-87.726147954,60624
1045,019XX W 52ND ST,41.799424067,-87.67356485299999,60609
1046,001XX E 37TH PL,41.82649745,-87.622683779,60653
1047,004XX N STATE ST,41.89036442,-87.628021535,60602
1048,045XX S JUSTINE ST,41.811502954,-87.66383031,60609
1049,011XX S INDEPENDENCE BLVD,41.867575044,-87.719564481,60624
1050,005XX N KEDZIE AVE,41.890865773,-87.706409952,60624
1051,054XX W DIVISION ST,41.902184391,-87.761895561,60651
1052,003XX N CENTRAL AVE,41.886755666999996,-87.76509592299999,60644
1053,049XX S ASHLAND AVE,41.80392916,-87.66484443700001,60609
1054,017XX W VAN BUREN ST,41.876315600000005,-87.66927162399999,60607
1055,123XX S LOWE AVE,41.669984891,-87.638041775,60827
1056,025XX W FITCH AVE,42.011301687,-87.693586328,60645
1057,009XX N RICHMOND ST,41.898514194,-87.700447092,60622
1059,008XX N WALLER AVE,41.895627701,-87.767852831,60644
1060,041XX W LELAND AVE,41.967090006,-87.73218598700001,60630
1061,041XX W WASHINGTON BLVD,41.882004418,-87.72889702399999,60624
1062,010XX N PULASKI RD,41.899514976,-87.726208426,60651
1063,004XX S LARAMIE AVE,41.874574905,-87.75484573600001,60644
1064,069XX S MICHIGAN AVE,41.768612192,-87.621776071,60621
1065,084XX S BRANDON AVE,41.742424658000004,-87.546637154,60617
1066,080XX S MICHIGAN AVE,41.748331657,-87.621307469,60619
1067,066XX S MINERVA AVE,41.774369057,-87.59727823700001,60637
1068,070XX S MORGAN ST,41.766103625999996,-87.64929197,60621
1069,112XX S DR MARTIN LUTHER KING JR DR,41.690091209,-87.61329487,60628
1070,027XX S AVERS AVE,41.841571637,-87.720818596,60623
1071,005XX W 68TH ST,41.770767549,-87.637636355,60621
1072,040XX E 134TH ST,41.651431329,-87.527258234,46327
1073,022XX S KEELER AVE,41.850660328000004,-87.72957024600001,60623
1074,015XX E 75TH ST,41.758760072,-87.586732383,60649
1075,015XX W 80TH ST,41.748564623,-87.661355108,60620
1076,102XX S HOXIE AVE,41.709060038000004,-87.560898667,60617
1077,001XX W RANDOLPH ST,41.884476226,-87.631310613,60602
1078,015XX S KOLIN AVE,41.860003433,-87.733549773,60624
1079,025XX W 63RD ST,41.779217525,-87.68653451,60629
1080,073XX S BELL AVE,41.760490976999996,-87.679359084,60636
1082,081XX S DREXEL AVE,41.746729695,-87.602625355,60619
1083,033XX N MARSHFIELD AVE,41.942257928000004,-87.669951491,60657
1085,006XX N LARAMIE AVE,41.891768093,-87.75548394399999,60644
1086,014XX S KENNETH AVE,41.861720639,-87.736048391,60624
1089,118XX S INDIANA AVE,41.678585145,-87.617837834,60628
1090,117XX S SANGAMON ST,41.68073915,-87.645661144,60628
1091,024XX W 63RD ST,41.779232785,-87.685346466,60629
1092,077XX S YATES BLVD,41.754739502,-87.56629204,60649
1094,004XX S PULASKI RD,41.875040676,-87.725478099,60624
1095,086XX S CARPENTER ST,41.737260844,-87.649730029,60620
1096,047XX W ARTHINGTON ST,41.869563638,-87.743465231,60644
1098,024XX W EASTWOOD AVE,41.965731951,-87.68972563700001,60625
1099,013XX W 110TH PL,41.693107995,-87.65584733200001,60643
1100,025XX W DIVISION ST,41.902976681999995,-87.69112033399999,60622
1101,070XX S VINCENNES AVE,41.766996182,-87.62717507200001,60621
1102,050XX W FULLERTON AVE,41.924165391,-87.751991106,60639
1104,042XX W HIRSCH ST,41.906214695,-87.731618605,60651
1105,026XX E 83RD ST,41.744534088,-87.560653171,60617
1106,010XX E 80TH ST,41.749527954,-87.59860650200001,60619
1107,058XX S SPRINGFIELD AVE,41.786503335999996,-87.720521696,60629
1108,129XX S HALSTED ST,41.658747067,-87.641269569,60827
1109,000XX W 69TH ST,41.769185486,-87.625732415,60621
1110,029XX E 79TH ST,41.751897254,-87.55377772799999,60649
1113,119XX S HARVARD AVE,41.677030954,-87.631040238,60628
1114,053XX W RACE AVE,41.890022969,-87.75880874399999,60644
1115,013XX N LOREL AVE,41.904802597,-87.75973423,60639
1116,049XX S CICERO AVE,41.803051264000004,-87.743030382,60638
1117,051XX W ADAMS ST,41.878486072,-87.753877774,60644
1118,133XX S CALUMET AVE,41.652824848,-87.614017425,60827
1119,019XX N ALBANY AVE,41.915820895,-87.705228873,60647
1120,006XX N LAMON AVE,41.891717214,-87.74814622299999,60651
1123,053XX W LAKE ST,41.887322035,-87.75868971700001,60644
1124,015XX E 62ND ST,41.782890153000004,-87.58877343299999,60637
1125,047XX S PRINCETON AVE,41.808168003,-87.63333645700001,60609
1126,026XX N HAMPDEN CT,41.929726566999996,-87.64092074,60614
1127,039XX W CORNELIA AVE,41.944561250999996,-87.72668181200001,60641
1142,049XX S LEAMINGTON AVE,41.803029072,-87.75159098,60638
1143,005XX W RANDOLPH ST,41.884433858,-87.64196819700001,60661
1144,027XX N LOCKWOOD AVE,41.930753154,-87.758854995,60639
1145,010XX N DEARBORN ST,41.901133376,-87.629904979,60610
1146,001XX W CERMAK RD,41.852868298000004,-87.63091491,60616
1147,001XX N WOOD ST,41.884645468,-87.67183681,60612
1160,049XX S KEDZIE AVE,41.803180696999995,-87.703832492,60632
1161,025XX E 77TH ST,41.755410006,-87.562325895,60649
1162,038XX W ADAMS ST,41.878026395999996,-87.721854941,60624
1164,009XX W 84TH ST,41.741482635,-87.64714231200001,60620
1165,045XX W JACKSON BLVD,41.876928658000004,-87.738568941,60624
1166,048XX N AUSTIN AVE,41.967869957,-87.777506684,60630
1168,066XX S HOYNE AVE,41.773184412,-87.67617639299999,60636
1192,003XX W 47TH ST,41.809092555,-87.63284221200001,60653
1193,033XX W 61ST PL,41.781653532,-87.70666828200001,60629
1194,016XX W DIVISION ST,41.903304304,-87.670064675,60642
1195,053XX W PENSACOLA AVE,41.959643852,-87.76096334200001,60630
1196,002XX W LAKE ST,41.885730181,-87.634433124,60606
1197,010XX W BYRON ST,41.952668701,-87.654792967,60613
1198,074XX S PERRY AVE,41.759306416,-87.628029074,60621
1199,025XX W CERMAK RD,41.851990558000004,-87.689028236,60608
1200,064XX S DR MARTIN LUTHER KING JR DR,41.777783389,-87.61556307200001,60637
1213,091XX S LUELLA AVE,41.728996933000005,-87.569437533,60617
1214,003XX W 24TH ST,41.849113033,-87.63523191,60616
1215,024XX E 107TH ST,41.700955509,-87.563679819,60617
1216,036XX N BELL AVE,41.947684863,-87.68464321200001,60618
1217,019XX W HARRISON ST,41.874059075,-87.675338675,60612
1218,029XX N KOLMAR AVE,41.934156202,-87.740540356,60641
1219,022XX W DEVON AVE,41.997800745,-87.685837792,60645
1221,038XX N RECREATION DR,41.952471604,-87.64427733299999,60613
1234,003XX W ADAMS ST,41.879363342,-87.635754673,60606
1235,040XX W ADAMS ST,41.877970212,-87.726265516,60624
1237,015XX N KOSTNER AVE,41.908335713,-87.736297367,60651
1238,061XX S INDIANA AVE,41.783080724,-87.62054915899999,60621
1239,064XX S WESTERN AVE,41.776870954,-87.683581137,60636
1240,029XX W CHASE AVE,42.01381673,-87.702760563,60645
1241,046XX S WABASH AVE,41.810232303,-87.624484882,60653
1242,015XX N CLEVELAND AVE,41.910638231,-87.641002163,60610
1243,011XX N CLARK ST,41.903478069,-87.631433102,60610
1252,029XX N CLYBOURN AVE,41.933342373,-87.67959191,60657
1253,019XX S ARCHER AVE,41.856086823000005,-87.628148682,60605
1254,012XX S SAWYER AVE,41.865464700000004,-87.70685641899999,60624
1255,087XX S MAY ST,41.735176627,-87.65089890700001,60620
1258,021XX S INDIANA AVE,41.853750700000006,-87.62223901799999,60616
1259,044XX W JACKSON BLVD,41.87695732,-87.736159899,60624
1261,058XX S ABERDEEN ST,41.788539617,-87.652298678,60621
1262,040XX W PALMER ST,41.920822488,-87.726969185,60647
1263,012XX N LOCKWOOD AVE,41.902866042,-87.758263836,60651
1264,061XX S WASHTENAW AVE,41.782341144,-87.691045924,60629
1265,029XX S STATE ST,41.840859176,-87.626847966,60616
1273,009XX N ROCKWELL ST,41.898065724,-87.691830703,60622
1274,132XX S ELLIS AVE,41.654458145999996,-87.59674960299999,60419
1275,076XX S SOUTH CHICAGO AVE,41.75652833,-87.59257098799999,60619
1276,022XX W WINONA ST,41.974977271,-87.684866471,60625
1278,003XX E ONTARIO ST,41.893427527,-87.61922808799999,60602
1303,001XX E ONTARIO ST,41.893346855,-87.62347846899999,60602
1304,054XX N CLARK ST,41.981051896,-87.668375719,60660
1306,087XX S EUCLID AVE,41.736080046,-87.576912158,60617
1307,027XX W DIVISION ST,41.902937746999996,-87.695459011,60622
1308,033XX W LAWRENCE AVE,41.968409405,-87.71248605299999,60625
1309,067XX S PAXTON AVE,41.772524794,-87.57158275299999,60649
1310,020XX W 63RD ST,41.779292558,-87.675582416,60636
1311,056XX S PERRY AVE,41.792230689,-87.62774525799999,60621
1312,048XX W QUINCY ST,41.87768079,-87.74607479299999,60644
1313,003XX S SACRAMENTO BLVD,41.876912324,-87.70109355700001,60612
1314,069XX S UNION AVE,41.768272124,-87.642040166,60621
1315,016XX N CICERO AVE,41.91085503,-87.745895726,60651
1316,003XX W 115TH ST,41.685215952,-87.631716379,60628
1317,036XX W LEXINGTON ST,41.871733025,-87.716572725,60624
1318,066XX S LOWE AVE,41.77356331,-87.64070391700001,60621
1321,050XX W BELDEN AVE,41.922335521,-87.752095905,60639
1322,055XX S GREEN ST,41.793482375,-87.64635692899999,60621
1324,026XX W 58TH ST,41.788283918000005,-87.69031190700001,60629
1325,070XX S PRAIRIE AVE,41.766547354000004,-87.618499845,60637
1326,045XX W ADAMS ST,41.877818911999995,-87.73878467700001,60624
